YEAR,Geopolitical entity (reporting),Index,OBS_VALUE
2020,Sweden,Import price index,62.02708333333334
2020,Sweden,Producer price index,65.08125
2020,Switzerland,Harmonised index of consumer prices,51.66697171381031
2020,Switzerland,Producer price index,51.512499999999996
2021,Austria,Agricultural commodity price index,68.36104868913858
2021,Austria,Harmonised index of consumer prices,54.99965
2021,Austria,Import price index,60.37740384615385
2021,Austria,Producer price index,56.43333333333334
2021,Belgium,Agricultural commodity price index,68.22444444444444
2021,Belgium,Harmonised index of consumer prices,55.016089743589745
2021,Belgium,Import price index,62.888621794871796
2021,Belgium,Producer price index,61.57083333333333
2021,Bulgaria,Agricultural commodity price index,61.4225
2021,Bulgaria,Harmonised index of consumer prices,61.386442307692306
2021,Bulgaria,Import price index,64.18701923076922
2021,Bulgaria,Producer price index,66.01866666666666
2021,Croatia,Agricultural commodity price index,65.56170212765959
2021,Croatia,Harmonised index of consumer prices,55.67588141025641
2021,Croatia,Import price index,58.30657051282052
2021,Croatia,Producer price index,57.27727272727273
2021,Cyprus,Agricultural commodity price index,51.26104651162791
2021,Cyprus,Harmonised index of consumer prices,50.696378205128205
2021,Cyprus,Import price index,63.02532258064516
2021,Czechia,Agricultural commodity price index,56.368452380952384
2021,Czechia,Harmonised index of consumer prices,57.30066666666667
2021,Czechia,Import price index,60.533012820512816
2021,Czechia,Producer price index,55.84375
2021,Denmark,Agricultural commodity price index,61.04771689497717
2021,Denmark,Harmonised index of consumer prices,53.2625
2021,Denmark,Import price index,61.32323717948717
2021,Denmark,Producer price index,55.34166666666667
2021,Estonia,Harmonised index of consumer prices,59.18441666666667
2021,Estonia,Import price index,63.144677419354835
2021,Euro area - 19 countries  (2015-2022),Harmonised index of consumer prices,55.27721153846154
2021,Euro area - 19 countries  (2015-2022),Producer price index,6.071153846153846
2021,European Union - 27 countries (from 2020),Agricultural commodity price index,65.96857638888889
2021,European Union - 27 countries (from 2020),Harmonised index of consumer prices,56.37264423076923
2021,European Union - 27 countries (from 2020),Producer price index,59.89567901234568
2021,Finland,Agricultural commodity price index,59.15871212121212
2021,Finland,Harmonised index of consumer prices,53.42282986111111
2021,Finland,Import price index,57.76309719934102
2021,Finland,Producer price index,60.83148148148148
2021,France,Agricultural commodity price index,69.2733695652174
2021,France,Harmonised index of consumer prices,54.98466346153846
2021,France,Import price index,62.05272435897436
2021,France,Producer price index,58.52438271604939
2021,Germany,Agricultural commodity price index,67.86686046511629
2021,Germany,Harmonised index of consumer prices,59.530769230769224
2021,Germany,Import price index,60.251762820512816
2021,Germany,Producer price index,61.273456790123454
2021,Greece,Agricultural commodity price index,54.91799242424243
2021,Greece,Harmonised index of consumer prices,52.797419871794865
2021,Greece,Import price index,61.987019230769235
2021,Greece,Producer price index,53.31166666666666
2021,Hungary,Agricultural commodity price index,80.13352490421455
2021,Hungary,Harmonised index of consumer prices,64.92375
2021,Hungary,Import price index,73.0709935897436
2021,Hungary,Producer price index,75.57187499999999
2021,Iceland,Harmonised index of consumer prices,59.35113333333334
2021,Ireland,Agricultural commodity price index,65.64350282485876
2021,Ireland,Harmonised index of consumer prices,47.21666666666667
2021,Ireland,Import price index,66.93205128205128
2021,Ireland,Producer price index,53.791666666666664
2021,Italy,Agricultural commodity price index,59.73007246376812
2021,Italy,Harmonised index of consumer prices,53.22740384615385
2021,Italy,Import price index,59.75657051282051
2021,Italy,Producer price index,59.01851851851852
2021,Latvia,Agricultural commodity price index,77.58194444444445
2021,Latvia,Harmonised index of consumer prices,60.572291666666665
2021,Latvia,Import price index,62.663301282051286
2021,Lithuania,Agricultural commodity price index,71.7796511627907
2021,Lithuania,Harmonised index of consumer prices,60.39604166666666
2021,Lithuania,Import price index,65.8709003215434
2021,Lithuania,Producer price index,56.24333333333333
2021,Luxembourg,Agricultural commodity price index,60.07303921568627
2021,Luxembourg,Harmonised index of consumer prices,57.074775641025646
2021,Luxembourg,Import price index,60.57467948717949
2021,Malta,Agricultural commodity price index,63.80078125
2021,Malta,Harmonised index of consumer prices,57.361533333333334
2021,Malta,Import price index,67.04602917341978
2021,Netherlands,Agricultural commodity price index,63.811875
2021,Netherlands,Harmonised index of consumer prices,58.043557692307694
2021,Netherlands,Import price index,61.28669871794872
2021,Netherlands,Producer price index,59.23522727272727
2021,Norway,Harmonised index of consumer prices,56.41602564102564
2021,Norway,Producer price index,62.72222222222222
2021,Poland,Agricultural commodity price index,76.85229166666666
2021,Poland,Harmonised index of consumer prices,62.2786858974359
2021,Poland,Import price index,71.89583333333333
2021,Poland,Producer price index,64.92066666666666
2021,Portugal,Agricultural commodity price index,61.653333333333336
2021,Portugal,Harmonised index of consumer prices,53.696282051282054
2021,Portugal,Import price index,60.241025641025644
2021,Portugal,Producer price index,55.245
2021,Romania,Agricultural commodity price index,71.15992509363296
2021,Romania,Harmonised index of consumer prices,60.84386217948718
2021,Romania,Import price index,76.61939102564102
2021,Romania,Producer price index,65.72368421052632
2021,Slovakia,Agricultural commodity price index,61.15265151515151
2021,Slovakia,Harmonised index of consumer prices,56.89598333333333
2021,Slovakia,Import price index,64.74549839228295
2021,Slovakia,Producer price index,
2021,Slovenia,Agricultural commodity price index,65.38015873015873
2021,Slovenia,Harmonised index of consumer prices,55.44363333333333
2021,Slovenia,Import price index,59.4411858974359
2021,Slovenia,Producer price index,56.53921568627451
2021,Spain,Agricultural commodity price index,59.741134751773046
2021,Spain,Harmonised index of consumer prices,56.28690705128205
2021,Spain,Import price index,61.38429487179488
2021,Spain,Producer price index,60.132716049382715
2021,Sweden,Agricultural commodity price index,73.32208333333332
2021,Sweden,Harmonised index of consumer prices,57.295801282051286
2021,Sweden,Import price index,65.64663461538461
2021,Sweden,Producer price index,65.95833333333333
2021,Switzerland,Harmonised index of consumer prices,50.95512234910277
2021,Switzerland,Producer price index,51.35
2022,Austria,Agricultural commodity price index,88.58483146067417
2022,Austria,Harmonised index of consumer prices,67.88861666666666
2022,Austria,Import price index,82.10288461538461
2022,Austria,Producer price index,69.92916666666666
2022,Belgium,Agricultural commodity price index,95.28599999999999
2022,Belgium,Harmonised index of consumer prices,67.24866987179487
2022,Belgium,Import price index,84.78445512820512
2022,Belgium,Producer price index,84.0625
2022,Bulgaria,Agricultural commodity price index,86.21187499999999
2022,Bulgaria,Harmonised index of consumer prices,85.00059294871795
2022,Bulgaria,Import price index,91.81378205128206
2022,Bulgaria,Producer price index,88.33233333333334
2022,Croatia,Agricultural commodity price index,88.48581560283688
2022,Croatia,Harmonised index of consumer prices,72.46977564102563
2022,Croatia,Import price index,85.00192307692308
2022,Croatia,Producer price index,69.40833333333333
2022,Cyprus,Agricultural commodity price index,62.4015503875969
2022,Cyprus,Harmonised index of consumer prices,64.76748397435897
2022,Cyprus,Import price index,86.97073954983924
2022,Czechia,Agricultural commodity price index,81.02896825396824
2022,Czechia,Harmonised index of consumer prices,77.86116666666666
2022,Czechia,Import price index,73.5397435897436
2022,Czechia,Producer price index,83.996875
2022,Denmark,Agricultural commodity price index,90.26977777777778
2022,Denmark,Harmonised index of consumer prices,68.85993589743589
2022,Denmark,Import price index,82.81682692307692
2022,Denmark,Producer price index,72.74583333333334
2022,Estonia,Harmonised index of consumer prices,84.97478333333333
2022,Estonia,Import price index,84.70176565008025
2022,Euro area - 19 countries  (2015-2022),Harmonised index of consumer prices,68.7041185897436
2022,Euro area - 19 countries  (2015-2022),Producer price index,18.078205128205127
2022,European Union - 27 countries (from 2020),Agricultural commodity price index,92.94861111111112
2022,European Union - 27 countries (from 2020),Harmonised index of consumer prices,71.4590064102564
2022,European Union - 27 countries (from 2020),Producer price index,77.36512345679012
2022,Finland,Agricultural commodity price index,90.04545454545455
2022,Finland,Harmonised index of consumer prices,65.85201388888889
2022,Finland,Import price index,75.20825242718446
2022,Finland,Producer price index,75.83703703703704
2022,France,Agricultural commodity price index,88.50561594202898
2022,France,Harmonised index of consumer prices,64.24679487179488
2022,France,Import price index,85.22900641025642
2022,France,Producer price index,77.49660493827162
2022,Germany,Agricultural commodity price index,96.4608527131783
2022,Germany,Harmonised index of consumer prices,76.87564102564103
2022,Germany,Import price index,82.5525641025641
2022,Germany,Producer price index,80.03055555555557
2022,Greece,Agricultural commodity price index,70.37405303030303
2022,Greece,Harmonised index of consumer prices,66.17969551282052
2022,Greece,Import price index,88.75432692307692
2022,Greece,Producer price index,62.92333333333333
2022,Hungary,Agricultural commodity price index,121.61264367816092
2022,Hungary,Harmonised index of consumer prices,93.62878333333333
2022,Hungary,Import price index,110.91858974358973
2022,Hungary,Producer price index,129.43437500000002
2022,Iceland,Harmonised index of consumer prices,66.77293333333334
2022,Ireland,Agricultural commodity price index,90.37118644067797
2022,Ireland,Harmonised index of consumer prices,55.64134615384615
2022,Ireland,Import price index,80.95705128205128
2022,Ireland,Producer price index,70.79583333333333
2022,Italy,Agricultural commodity price index,76.3304347826087
2022,Italy,Harmonised index of consumer prices,64.96907051282051
2022,Italy,Import price index,84.09407051282051
2022,Italy,Producer price index,74.4716049382716
2022,Latvia,Agricultural commodity price index,114.16011904761905
2022,Latvia,Harmonised index of consumer prices,82.77979166666667
2022,Latvia,Import price index,89.45817307692307
2022,Lithuania,Agricultural commodity price index,113.1686046511628
2022,Lithuania,Harmonised index of consumer prices,88.17761217948718
2022,Lithuania,Import price index,93.48766025641027
2022,Lithuania,Producer price index,83.78999999999999
2022,Luxembourg,Agricultural commodity price index,88.46617647058822
2022,Luxembourg,Harmonised index of consumer prices,65.22179487179487
2022,Luxembourg,Import price index,73.04278846153845
2022,Malta,Agricultural commodity price index,71.98776041666666
2022,Malta,Harmonised index of consumer prices,69.88313333333333
2022,Malta,Import price index,86.9342577487765
2022,Netherlands,Agricultural commodity price index,93.01020833333334
2022,Netherlands,Harmonised index of consumer prices,74.08165064102563
2022,Netherlands,Import price index,83.85689102564102
2022,Netherlands,Producer price index,77.36477272727272
2022,Norway,Harmonised index of consumer prices,64.77692307692308
2022,Norway,Producer price index,78.45694444444445
2022,Poland,Agricultural commodity price index,117.41645833333334
2022,Poland,Harmonised index of consumer prices,82.58044871794871
2022,Poland,Import price index,98.67083333333333
2022,Poland,Producer price index,93.01833333333333
2022,Portugal,Agricultural commodity price index,91.46882352941176
2022,Portugal,Harmonised index of consumer prices,69.85142628205128
2022,Portugal,Import price index,83.42179487179487
2022,Portugal,Producer price index,80.86166666666666
2022,Romania,Agricultural commodity price index,102.12284644194756
2022,Romania,Harmonised index of consumer prices,79.83450320512821
2022,Romania,Import price index,93.35176282051282
2022,Romania,Producer price index,88.46929824561404
2022,Slovakia,Agricultural commodity price index,88.47537878787878
2022,Slovakia,Harmonised index of consumer prices,78.85315
2022,Slovakia,Import price index,87.96099518459069
2022,Slovakia,Producer price index,
2022,Slovenia,Agricultural commodity price index,88.30083333333333
2022,Slovenia,Harmonised index of consumer prices,70.36336666666666
2022,Slovenia,Import price index,86.15625
2022,Slovenia,Producer price index,82.00686274509805
2022,Spain,Agricultural commodity price index,85.86648936170212
2022,Spain,Harmonised index of consumer prices,71.37514423076922
2022,Spain,Import price index,86.59278846153846
2022,Spain,Producer price index,73.37654320987654
2022,Sweden,Agricultural commodity price index,103.44604166666666
2022,Sweden,Harmonised index of consumer prices,71.82881410256411
2022,Sweden,Import price index,92.90737179487179
2022,Sweden,Producer price index,95.19404761904762
2022,Switzerland,Harmonised index of consumer prices,53.50019230769231
2022,Switzerland,Producer price index,53.475
2023,Austria,Agricultural commodity price index,81.7374531835206
2023,Austria,Harmonised index of consumer prices,74.19461666666666
2023,Austria,Import price index,80.71602564102565
2023,Austria,Producer price index,70.90833333333333
2023,Belgium,Agricultural commodity price index,79.77022222222222
2023,Belgium,Harmonised index of consumer prices,78.71328525641024
2023,Belgium,Import price index,85.52307692307693
2023,Belgium,Producer price index,79.225
2023,Bulgaria,Agricultural commodity price index,72.909375
2023,Bulgaria,Harmonised index of consumer prices,87.89395833333333
2023,Bulgaria,Import price index,88.53012820512821
2023,Bulgaria,Producer price index,81.558
2023,Croatia,Agricultural commodity price index,81.5145390070922
2023,Croatia,Harmonised index of consumer prices,77.26145833333334
2023,Croatia,Import price index,82.85096153846153
2023,Croatia,Producer price index,65.99015151515152
2023,Cyprus,Agricultural commodity price index,64.3170542635659
2023,Cyprus,Harmonised index of consumer prices,67.98681089743589
2023,Cyprus,Import price index,86.15304487179488
2023,Czechia,Agricultural commodity price index,70.25654761904762
2023,Czechia,Harmonised index of consumer prices,81.54816666666667
2023,Czechia,Import price index,74.59711538461538
2023,Czechia,Producer price index,70.11979166666667
2023,Denmark,Agricultural commodity price index,71.31536796536795
2023,Denmark,Harmonised index of consumer prices,70.64983974358974
2023,Denmark,Import price index,81.30128205128206
2023,Denmark,Producer price index,74.72083333333333
2023,Estonia,Harmonised index of consumer prices,89.89745
2023,Estonia,Import price index,84.0985576923077
2023,Euro area - 19 countries  (2015-2022),Harmonised index of consumer prices,75.55732371794872
2023,Euro area - 19 countries  (2015-2022),Producer price index,11.818589743589744
2023,European Union - 27 countries (from 2020),Agricultural commodity price index,80.07048611111111
2023,European Union - 27 countries (from 2020),Harmonised index of consumer prices,78.23283653846154
2023,European Union - 27 countries (from 2020),Producer price index,80.55185185185185
2023,Finland,Agricultural commodity price index,72.23333333333333
2023,Finland,Harmonised index of consumer prices,70.9043576388889
2023,Finland,Import price index,83.17740384615384
2023,Finland,Producer price index,73.43020833333334
2023,France,Agricultural commodity price index,76.78695652173913
2023,France,Harmonised index of consumer prices,74.77259615384615
2023,France,Import price index,87.32355769230769
2023,France,Producer price index,78.415625
2023,Germany,Agricultural commodity price index,75.59728682170542
2023,Germany,Harmonised index of consumer prices,82.01554487179487
2023,Germany,Import price index,81.57532051282051
2023,Germany,Producer price index,79.64475308641975
2023,Greece,Agricultural commodity price index,76.31723484848484
2023,Greece,Harmonised index of consumer prices,72.62647435897436
2023,Greece,Import price index,78.54326923076923
2023,Greece,Producer price index,62.55083333333334
2023,Hungary,Agricultural commodity price index,104.15639534883721
2023,Hungary,Harmonised index of consumer prices,109.83144999999999
2023,Hungary,Import price index,104.78750000000001
2023,Hungary,Producer price index,113.83645833333333
2023,Iceland,Harmonised index of consumer prices,77.26191666666666
2023,Ireland,Agricultural commodity price index,69.78531073446328
2023,Ireland,Harmonised index of consumer prices,61.955128205128204
2023,Ireland,Import price index,83.59759615384615
2023,Ireland,Producer price index,75.1375
2023,Italy,Agricultural commodity price index,78.74131455399062
2023,Italy,Harmonised index of consumer prices,71.89903846153847
2023,Italy,Import price index,83.05208333333333
2023,Italy,Producer price index,72.91728395061729
2023,Latvia,Agricultural commodity price index,84.32202380952381
2023,Latvia,Harmonised index of consumer prices,87.12977430555556
2023,Latvia,Import price index,84.3572347266881
2023,Lithuania,Agricultural commodity price index,78.46162790697674
2023,Lithuania,Harmonised index of consumer prices,91.77293269230769
2023,Lithuania,Import price index,86.22580128205128
2023,Lithuania,Producer price index,77.95166666666667
2023,Luxembourg,Agricultural commodity price index,67.08529411764705
2023,Luxembourg,Harmonised index of consumer prices,73.76875
2023,Luxembourg,Import price index,78.38589743589743
2023,Malta,Agricultural commodity price index,68.93463541666667
2023,Malta,Harmonised index of consumer prices,76.27578333333334
2023,Malta,Import price index,89.06857610474631
2023,Netherlands,Agricultural commodity price index,76.83
2023,Netherlands,Harmonised index of consumer prices,80.59483333333334
2023,Netherlands,Import price index,78.24070512820512
2023,Netherlands,Producer price index,77.71136363636363
2023,Norway,Harmonised index of consumer prices,72.76330128205129
2023,Norway,Producer price index,83.84444444444445
2023,Poland,Agricultural commodity price index,95.085625
2023,Poland,Harmonised index of consumer prices,89.75961538461539
2023,Poland,Import price index,89.87179487179488
2023,Poland,Producer price index,91.27333333333333
2023,Portugal,Agricultural commodity price index,88.36137254901962
2023,Portugal,Harmonised index of consumer prices,74.22206730769231
2023,Portugal,Import price index,86.50032051282051
2023,Portugal,Producer price index,81.77333333333333
2023,Romania,Agricultural commodity price index,97.6749063670412
2023,Romania,Harmonised index of consumer prices,88.67740384615384
2023,Romania,Import price index,99.51474358974359
2023,Romania,Producer price index,90.94218009478672
2023,Slovakia,Agricultural commodity price index,81.26401515151515
2023,Slovakia,Harmonised index of consumer prices,88.32285
2023,Slovakia,Import price index,88.3532154340836
2023,Slovakia,Producer price index,
2023,Slovenia,Agricultural commodity price index,79.83874999999999
2023,Slovenia,Harmonised index of consumer prices,77.56784999999999
2023,Slovenia,Import price index,82.67980769230769
2023,Slovenia,Producer price index,83.79509803921569
2023,Spain,Agricultural commodity price index,84.22234042553191
2023,Spain,Harmonised index of consumer prices,78.31139423076922
2023,Spain,Import price index,83.66538461538461
2023,Spain,Producer price index,81.25709876543209
2023,Sweden,Agricultural commodity price index,80.68222222222222
2023,Sweden,Harmonised index of consumer prices,79.72250000000001
2023,Sweden,Import price index,102.26506410256411
2023,Sweden,Producer price index,100.6827380952381
2023,Switzerland,Harmonised index of consumer prices,57.980176282051275
2023,Switzerland,Producer price index,55.92916666666667
2024,Austria,Agricultural commodity price index,72.74015151515151
2024,Austria,Harmonised index of consumer prices,72.47448333333334
2024,Austria,Import price index,80.54230769230769
2024,Austria,Producer price index,66.825
2024,Belgium,Agricultural commodity price index,78.79434523809525
2024,Belgium,Harmonised index of consumer prices,74.22878205128205
2024,Belgium,Import price index,90.98798076923077
2024,Belgium,Producer price index,81.925
2024,Bulgaria,Agricultural commodity price index,68.39805555555556
2024,Bulgaria,Harmonised index of consumer prices,84.42024038461538
2024,Bulgaria,Import price index,88.83301282051282
2024,Bulgaria,Producer price index,79.688
2024,Croatia,Agricultural commodity price index,77.26666666666667
2024,Croatia,Harmonised index of consumer prices,76.09440705128205
2024,Croatia,Import price index,81.75913461538461
2024,Croatia,Producer price index,66.26212121212122
2024,Cyprus,Agricultural commodity price index,63.3491935483871
2024,Cyprus,Harmonised index of consumer prices,67.36988782051282
2024,Cyprus,Import price index,83.07435897435897
2024,Czechia,Agricultural commodity price index,65.40537634408602
2024,Czechia,Harmonised index of consumer prices,74.1695
2024,Czechia,Import price index,80.05160256410257
2024,Czechia,Producer price index,59.77291666666667
2024,Denmark,Agricultural commodity price index,67.41520467836257
2024,Denmark,Harmonised index of consumer prices,68.40544871794872
2024,Denmark,Import price index,82.15384615384616
2024,Denmark,Producer price index,67.49166666666666
2024,Estonia,Harmonised index of consumer prices,87.7835
2024,Estonia,Import price index,83.32516025641026
2024,Euro area - 19 countries  (2015-2022),Harmonised index of consumer prices,73.02807692307692
2024,Euro area - 19 countries  (2015-2022),Producer price index,1.0128205128205128
2024,European Union - 27 countries (from 2020),Agricultural commodity price index,77.37152777777777
2024,European Union - 27 countries (from 2020),Harmonised index of consumer prices,75.17708333333333
2024,European Union - 27 countries (from 2020),Producer price index,75.09074074074074
2024,Finland,Agricultural commodity price index,65.35025252525253
2024,Finland,Harmonised index of consumer prices,67.60729166666667
2024,Finland,Import price index,78.23717948717949
2024,Finland,Producer price index,67.065625
2024,France,Agricultural commodity price index,73.43623188405796
2024,France,Harmonised index of consumer prices,70.42519230769231
2024,France,Import price index,87.76891025641027
2024,France,Producer price index,69.89250814332247
2024,Germany,Agricultural commodity price index,77.69973958333334
2024,Germany,Harmonised index of consumer prices,79.46907051282051
2024,Germany,Import price index,82.16250000000001
2024,Germany,Producer price index,73.65833333333333
2024,Greece,Agricultural commodity price index,74.18948717948719
2024,Greece,Harmonised index of consumer prices,70.42211538461538
2024,Greece,Import price index,82.27852564102565
2024,Greece,Producer price index,60.200833333333335
2024,Hungary,Agricultural commodity price index,96.43072916666667
2024,Hungary,Harmonised index of consumer prices,99.4191
2024,Hungary,Import price index,110.65368589743589
2024,Hungary,Producer price index,94.75520833333333
2024,Iceland,Harmonised index of consumer prices,79.11534999999999
2024,Ireland,Agricultural commodity price index,73.4090909090909
2024,Ireland,Harmonised index of consumer prices,59.82019230769231
2024,Ireland,Import price index,82.37820512820512
2024,Ireland,Producer price index,71.80416666666666
2024,Italy,Agricultural commodity price index,61.31666666666667
2024,Italy,Harmonised index of consumer prices,69.09775641025641
2024,Italy,Import price index,80.49615384615385
2024,Italy,Producer price index,70.29876543209876
2024,Latvia,Agricultural commodity price index,90.48306878306877
2024,Latvia,Harmonised index of consumer prices,85.05451388888889
2024,Latvia,Import price index,82.69101123595506
2024,Lithuania,Agricultural commodity price index,84.03776041666667
2024,Lithuania,Harmonised index of consumer prices,83.47126602564103
2024,Lithuania,Import price index,88.08221153846155
2024,Lithuania,Producer price index,67.83416666666668
2024,Luxembourg,Agricultural commodity price index,69.37608695652173
2024,Luxembourg,Harmonised index of consumer prices,71.70559294871795
2024,Luxembourg,Import price index,73.89471153846155
2024,Malta,Agricultural commodity price index,72.92743055555555
2024,Malta,Harmonised index of consumer prices,75.46495
2024,Malta,Import price index,85.22236842105262
2024,Netherlands,Agricultural commodity price index,71.88250000000001
2024,Netherlands,Harmonised index of consumer prices,75.69383333333334
2024,Netherlands,Import price index,81.6786858974359
2024,Netherlands,Producer price index,68.85037878787878
2024,Norway,Harmonised index of consumer prices,75.13076923076923
2024,Norway,Producer price index,81.30694444444445
2024,Poland,Agricultural commodity price index,90.24888888888889
2024,Poland,Harmonised index of consumer prices,85.31410256410257
2024,Poland,Import price index,86.15400641025641
2024,Poland,Producer price index,80.61066666666667
2024,Portugal,Agricultural commodity price index,79.08688524590164
2024,Portugal,Harmonised index of consumer prices,71.83330128205128
2024,Portugal,Import price index,82.06346153846154
2024,Portugal,Producer price index,79.57
2024,Romania,Agricultural commodity price index,92.90631313131314
2024,Romania,Harmonised index of consumer prices,83.7243108974359
2024,Romania,Import price index,101.12323717948718
2024,Romania,Producer price index,84.725
2024,Slovakia,Agricultural commodity price index,76.46282051282051
2024,Slovakia,Harmonised index of consumer prices,83.96353333333333
2024,Slovakia,Import price index,88.15990338164252
2024,Slovakia,Producer price index,
2024,Slovenia,Agricultural commodity price index,78.15254237288136
2024,Slovenia,Harmonised index of consumer prices,72.57606666666666
2024,Slovenia,Import price index,79.41314102564102
2024,Slovenia,Producer price index,68.17777777777778
2024,Spain,Agricultural commodity price index,73.20761904761905
2024,Spain,Harmonised index of consumer prices,77.5302564102564
2024,Spain,Import price index,83.96955128205128
2024,Spain,Producer price index,76.96882716049383
2024,Sweden,Harmonised index of consumer prices,76.33866987179488
2024,Sweden,Import price index,97.54727564102564
2024,Sweden,Producer price index,81.04302325581395
2024,Switzerland,Harmonised index of consumer prices,56.4004967948718
2024,Switzerland,Producer price index,56.208333333333336
2025,Austria,Harmonised index of consumer prices,73.2888
2025,Austria,Import price index,86.1
2025,Austria,Producer price index,68.80000000000001
2025,Belgium,Harmonised index of consumer prices,77.21461538461539
2025,Belgium,Import price index,103.73461538461538
2025,Belgium,Producer price index,84.6
2025,Bulgaria,Harmonised index of consumer prices,89.61480769230769
2025,Bulgaria,Import price index,97.51153846153846
2025,Bulgaria,Producer price index,97.61200000000001
2025,Croatia,Harmonised index of consumer prices,78.88057692307692
2025,Croatia,Import price index,87.76346153846154
2025,Croatia,Producer price index,68.50909090909092
2025,Cyprus,Harmonised index of consumer prices,66.90673076923078
2025,Cyprus,Import price index,88.38653846153846
2025,Czechia,Harmonised index of consumer prices,80.848
2025,Czechia,Import price index,84.51923076923077
2025,Czechia,Producer price index,64.725
2025,Denmark,Harmonised index of consumer prices,70.40576923076922
2025,Denmark,Import price index,88.85576923076923
2025,Denmark,Producer price index,70.85
2025,Estonia,Harmonised index of consumer prices,90.3528
2025,Estonia,Import price index,90.41923076923078
2025,Euro area - 19 countries  (2015-2022),Harmonised index of consumer prices,72.60461538461539
2025,European Union - 27 countries (from 2020),Harmonised index of consumer prices,75.79442307692308
2025,European Union - 27 countries (from 2020),Producer price index,72.88888888888889
2025,Finland,Harmonised index of consumer prices,67.12083333333334
2025,Finland,Import price index,83.16923076923078
2025,Finland,Producer price index,64.48333333333333
2025,France,Harmonised index of consumer prices,69.97826923076923
2025,France,Import price index,91.39423076923077
2025,France,Producer price index,69.94800000000001
2025,Germany,Harmonised index of consumer prices,78.74038461538461
2025,Germany,Import price index,85.61346153846154
2025,Germany,Producer price index,74.79629629629629
2025,Greece,Harmonised index of consumer prices,68.61423076923077
2025,Greece,Import price index,88.88461538461539
2025,Greece,Producer price index,58.129999999999995
2025,Hungary,Harmonised index of consumer prices,109.41539999999999
2025,Hungary,Import price index,121.91730769230769
2025,Hungary,Producer price index,111.025
2025,Iceland,Harmonised index of consumer prices,80.0172
2025,Ireland,Harmonised index of consumer prices,60.48076923076923
2025,Ireland,Import price index,85.4923076923077
2025,Ireland,Producer price index,73.55
2025,Italy,Harmonised index of consumer prices,69.64423076923077
2025,Italy,Import price index,82.91153846153846
2025,Italy,Producer price index,71.01851851851852
2025,Latvia,Harmonised index of consumer prices,88.804375
2025,Latvia,Import price index,85.63653846153846
2025,Lithuania,Harmonised index of consumer prices,87.11307692307693
2025,Lithuania,Import price index,92.37307692307694
2025,Lithuania,Producer price index,68.42
2025,Luxembourg,Harmonised index of consumer prices,71.65211538461539
2025,Luxembourg,Import price index,77.99807692307692
2025,Malta,Harmonised index of consumer prices,75.5094
2025,Malta,Import price index,89.126
2025,Netherlands,Harmonised index of consumer prices,78.62559999999999
2025,Netherlands,Import price index,91.71923076923076
2025,Netherlands,Producer price index,69.16363636363636
2025,Norway,Harmonised index of consumer prices,76.63269230769231
2025,Norway,Producer price index,82.16666666666667
2025,Poland,Harmonised index of consumer prices,89.07115384615385
2025,Poland,Import price index,92.0596153846154
2025,Poland,Producer price index,82.18
2025,Portugal,Harmonised index of consumer prices,70.56211538461538
2025,Portugal,Import price index,81.06346153846154
2025,Portugal,Producer price index,72.24
2025,Romania,Harmonised index of consumer prices,86.41230769230768
2025,Romania,Import price index,106.92115384615384
2025,Romania,Producer price index,86.9
2025,Slovakia,Harmonised index of consumer prices,87.28479999999999
2025,Slovakia,Import price index,95.40576923076924
2025,Slovakia,Producer price index,
2025,Slovenia,Harmonised index of consumer prices,74.9518
2025,Slovenia,Import price index,83.50192307692308
2025,Slovenia,Producer price index,71.91111111111111
2025,Spain,Harmonised index of consumer prices,75.4225
2025,Spain,Import price index,86.7173076923077
2025,Spain,Producer price index,70.02962962962962
2025,Sweden,Harmonised index of consumer prices,77.65173076923077
2025,Sweden,Import price index,106.36538461538461
2025,Sweden,Producer price index,76.33636363636364
2025,Switzerland,Harmonised index of consumer prices,55.450961538461534
2025,Switzerland,Producer price index,56.949999999999996
